input_index,input_symbol,input_name,nuisance_variables,record_type,input_physical,threshold_normalized,conditional_exceedance_probability,log10_conditional_exceedance_probability,positive_hvi_fraction,mean_normalized_hvi,median_normalized_hvi,p90_normalized_hvi,p99_normalized_hvi,sampled_profile_maximum_normalized_hvi,selected_input_physical,selected_hvi_normalized,last_positive_input_physical,first_permanent_zero_input_physical,sample_count,iteration,training_count,normalization_maximum,positive_tolerance
1,h,weld thickness,l;t;b,survival_grid,0.125,8.57695898590895e-08,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,9.50118507318144e-08,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,1.05250028527773e-07,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,1.16591440117983e-07,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,1.29154966501488e-07,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,1.43072298919376e-07,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,1.58489319246111e-07,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,1.755676291275e-07,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,1.94486243893736e-07,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,2.15443469003188e-07,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,2.38658978685858e-07,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,2.6437611857491e-07,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,2.92864456462524e-07,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,3.24422607917163e-07,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,3.59381366380463e-07,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,3.98107170553497e-07,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,4.41005945417673e-07,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,4.88527357151939e-07,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,5.41169526546464e-07,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,5.99484250318941e-07,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,6.64082785063484e-07,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,7.35642254459642e-07,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,8.14912746902075e-07,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,9.02725177948458e-07,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,1e-06,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,1.10775685050971e-06,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,1.22712523985119e-06,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,1.35935639087852e-06,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,1.50583635427984e-06,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,1.66810053720006e-06,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,1.84784979742229e-06,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,2.04696827180752e-06,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,2.2675431258708e-06,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,2.51188643150958e-06,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,2.78255940220713e-06,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,3.08239923974514e-06,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,3.4145488738336e-06,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,3.78248990638938e-06,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,4.19007910578666e-06,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,4.64158883361277e-06,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,5.14175182768393e-06,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,5.69581081073769e-06,0.64990234375,-0.187151896829118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,6.30957344480193e-06,0.6494140625,-0.187478311336707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,6.98947320727349e-06,0.6494140625,-0.187478311336707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,7.74263682681128e-06,0.6494140625,-0.187478311336707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,8.57695898590895e-06,0.6494140625,-0.187478311336707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,9.50118507318144e-06,0.6494140625,-0.187478311336707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,1.05250028527773e-05,0.6494140625,-0.187478311336707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,1.16591440117983e-05,0.6494140625,-0.187478311336707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,1.29154966501488e-05,0.6494140625,-0.187478311336707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,1.43072298919376e-05,0.6484375,-0.188131877271794,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,1.58489319246111e-05,0.6484375,-0.188131877271794,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,1.755676291275e-05,0.6484375,-0.188131877271794,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,1.94486243893736e-05,0.6484375,-0.188131877271794,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,2.15443469003189e-05,0.64794921875,-0.188459029439358,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,2.38658978685858e-05,0.6474609375,-0.188786428235039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,2.6437611857491e-05,0.6474609375,-0.188786428235039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,2.92864456462524e-05,0.6474609375,-0.188786428235039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,3.24422607917163e-05,0.646484375,-0.189441967200112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,3.59381366380463e-05,0.646484375,-0.189441967200112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,3.98107170553497e-05,0.64599609375,-0.189770108116292,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,4.41005945417673e-05,0.64501953125,-0.190427134689266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,4.88527357151939e-05,0.64453125,-0.190756021097943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,5.41169526546464e-05,0.64453125,-0.190756021097943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,5.99484250318941e-05,0.64453125,-0.190756021097943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,6.64082785063485e-05,0.6435546875,-0.191414542045802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,7.35642254459642e-05,0.6435546875,-0.191414542045802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,8.14912746902075e-05,0.6435546875,-0.191414542045802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,9.02725177948458e-05,0.64306640625,-0.191744177342009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,0.0001,0.642578125,-0.192074063025856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,0.000110775685050971,0.642578125,-0.192074063025856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,0.000122712523985119,0.64208984375,-0.192404199478016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,0.000135935639087853,0.64208984375,-0.192404199478016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,0.000150583635427984,0.6416015625,-0.192734587080031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,0.000166810053720006,0.640625,-0.193396117264152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,0.000184784979742229,0.64013671875,-0.193727260613709,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,0.000204696827180752,0.6396484375,-0.194058656648029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,0.00022675431258708,0.63916015625,-0.194390305753037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,0.000251188643150958,0.63818359375,-0.195054364723249,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,0.000278255940220713,0.63720703125,-0.195719440629493,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,0.000308239923974514,0.63623046875,-0.196385536591208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,0.00034145488738336,0.63525390625,-0.197052655742207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,0.000378248990638938,0.63427734375,-0.197720801230765,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,0.000419007910578667,0.63330078125,-0.198389976219713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,0.000464158883361278,0.6318359375,-0.199395675971112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,0.000514175182768393,0.630859375,-0.200067438644728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,0.000569581081073769,0.6298828125,-0.200740242004544,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,0.000630957344480193,0.6279296875,-0.20208898371559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,0.000698947320727348,0.62548828125,-0.203780822559107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,0.000774263682681128,0.62451171875,-0.204459407825139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,0.000857695898590895,0.62255859375,-0.205819767533819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,0.000950118507318144,0.62158203125,-0.206501548650138,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
1,h,weld thickness,l;t;b,survival_grid,0.125,0.00105250028527773,0.62060546875,-0.207184401749785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2048,130,149,13.8549516953896,1.38549516953896e-11
