record_type,case_id,stress_component,normalized_semispan,trim_stress_mpa,angle_of_attack_deg,half_wing_strain_energy_nm,velocity_m_per_s,maximum_filtered_damping,within_30_150_m_per_s_screen,x1_ar,x2_taper_ratio,x3_primary_member_ratio,x4_secondary_member_ratio,y1_cditrim,y2_ctrim_nm,c_feasible_label,max_trim_skin_vm_mpa,max_trim_cbeam_normal_stress_mpa,mode1_frequency_hz,minimum_modal_frequency_hz,maximum_filtered_flutter_damping
trim_stress,4,shell_von_mises,0.260713053549001,17.0074402453219,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.267855936249258,17.4834889804292,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.274998818949515,18.6168095848919,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.282141701649771,17.0070594600015,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.289284584350028,17.3919427544587,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.296427467050285,19.3192620301005,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.303570349750542,17.7382298271403,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.310713232450799,18.391507910786,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.317856115151056,17.778253022026,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.324998997851312,16.3579428438331,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.332141880551569,17.4836451987634,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.339284763251826,16.9138172024064,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.346427645952083,16.1346535827339,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.35357052865234,16.1256961595417,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.360713411352596,14.9458491998962,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.367856294052853,17.3980995067224,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.37499917675311,16.4022625053039,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.382142059453367,18.1461629777155,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.389284942153624,18.4618262073406,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.396427824853881,18.860724877917,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.403570707554138,15.3096621972961,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.410713590254394,17.3048422208306,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.417856472954651,17.6023485005555,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.424999355654908,16.4758379872749,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.432142238355165,22.2807693031537,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.439285121055422,18.6988691921563,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.446428003755679,13.8740115914775,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.453570886455935,15.0132866757884,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.460713769156192,15.6842929640534,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.467856651856449,13.3850753881143,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.474999534556706,14.6958051043942,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.482142417256963,14.3831894690972,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.48928529995722,13.1988387234406,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.496428182657476,13.8932827470769,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.503571065357733,14.5471988023634,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.51071394805799,14.7171354706291,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.517856830758247,13.1137517654523,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.524999713458504,13.7734091625958,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.532142596158761,13.9853056405599,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.539285478859017,13.0372862869228,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.546428361559274,15.0542377659531,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.553571244259531,14.0340674858017,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.560714126959788,11.4954149476066,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.567857009660045,12.669397776254,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.574999892360301,13.1840217501799,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.582142775060558,10.2872941880669,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.589285657760815,11.369937339064,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.596428540461072,12.4912064111871,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.603571423161329,12.0434182212677,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.610714305861586,10.1966641498861,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.617857188561842,9.71931680034057,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.625000071262099,10.1560827828574,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.632142953962356,9.76946337700241,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.639285836662613,8.92057297464211,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.64642871936287,11.1024534747595,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.653571602063127,8.38550694192005,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.660714484763383,8.41588909355078,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.66785736746364,9.46899262880825,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.675000250163897,9.108036034611,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.682143132864154,7.24849007928174,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.689286015564411,7.64522878403776,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.696428898264668,8.47629583956757,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.703571780964924,6.53510005645422,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.710714663665181,6.02099061692241,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.717857546365438,6.79107328521029,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.725000429065695,6.35043495834967,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.732143311765952,6.51594781477927,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.739286194466209,6.58637332412463,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.746429077166466,6.40775028673283,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.753571959866722,5.21281659967891,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.760714842566979,4.83715307029873,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.767857725267236,4.85016921039753,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.775000607967493,4.91437422864902,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.78214349066775,4.99975765607878,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.789286373368007,4.29677937760758,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.796429256068263,4.42024946605159,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.80357213876852,4.8367691106777,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.810715021468777,4.20456204274121,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.817857904169034,3.18084284168726,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.825000786869291,4.20780211077377,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.832143669569548,3.89855210560688,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.839286552269804,2.98513406385231,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.846429434970061,3.4640684265728,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.853572317670318,3.86418423219927,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.860715200370575,3.52895590207797,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.867858083070832,2.29562535607997,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.875000965771089,2.40539395499216,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.882143848471345,2.54049963989179,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.889286731171602,2.55508752352538,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.896429613871859,1.81614970437039,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.903572496572116,2.23574694194806,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.910715379272373,2.13735607270503,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.91785826197263,1.61995298061668,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.925001144672886,1.49441827844008,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.932144027373143,1.47516997464098,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.9392869100734,1.39590841154347,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.946429792773657,1.11148072920016,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.953572675473914,1.26942429517404,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.960715558174171,0.753904670567377,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.967858440874427,0.820563255156808,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.975001323574684,0.748215743073011,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.982144206274941,0.764390057966559,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.989287088975198,0.368968623370341,,,,,,,,,,,,,,,,,
trim_stress,4,shell_von_mises,0.996429971675455,0.664139677081894,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.0035696403437863,11.9668782666596,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.0107012933701939,9.27850678123508,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.0178329463966014,9.94410496016723,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.024964599423009,9.50137471333576,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.0320962524494166,10.0190451839395,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.0392279054758241,9.59459974205426,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.0463595585022317,8.87119168110615,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.0534912115286393,9.47433767216304,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.0606228645550468,8.94799057228787,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.0677545175814544,9.05468748473034,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.074886170607862,8.78311639713331,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.0820178236342695,8.82690530506706,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.0891494766606771,8.90419333070331,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.0962811296870846,8.8648329502539,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.103412782713492,9.15021051177096,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.1105444357399,8.69741191734539,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.117676088766307,9.78590812236573,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.124807741792715,9.26897764282688,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.131939394819122,8.85477182347839,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.13907104784553,9.75086718245045,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.146202700871938,9.08738564471098,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.153334353898345,9.40937547414751,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.160466006924753,9.0900523716524,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.16759765995116,10.2160021225211,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.174729312977568,10.1242022098098,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.181860966003975,10.2178941871898,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.188992619030383,9.43129733988412,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.196124272056791,11.1539677805123,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.203255925083198,9.21552381718534,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.210387578109606,10.5417985696994,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.217519231136013,9.52336878870788,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.224650884162421,10.7073797676142,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.231782537188828,11.2845630646358,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.238914190215236,10.8575801433567,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.246045843241644,12.0705279423483,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.253177496268051,12.6473565082211,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.260309149294459,9.03281210634817,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.267440802320866,12.3796662121311,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.274572455347274,13.0416360858447,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.281704108373681,11.3030288689865,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.288835761400089,13.1118077939368,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.295967414426496,11.3623429560087,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.303099067452904,12.5158904403472,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.310230720479312,13.507793867937,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.317362373505719,11.8697710946777,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.324494026532127,11.7584239174432,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.331625679558534,11.102527566579,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.338757332584942,9.60559872973093,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.345888985611349,9.55383676046911,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.353020638637757,9.21110626402758,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.360152291664165,9.64394076370436,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.367283944690572,9.62013283757938,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.37441559771698,9.1441584846202,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.381547250743387,9.51301425175414,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.388678903769795,9.2931241178349,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.395810556796202,9.22760443215659,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.40294220982261,9.19437038334535,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.410073862849018,9.10866588635345,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.417205515875425,8.75114623822327,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.424337168901833,8.77698646323422,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.43146882192824,8.88533199911034,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.438600474954648,6.59771101833597,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.445732127981055,7.42052665116837,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.452863781007463,5.49676268373941,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.45999543403387,5.79470355353984,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.467127087060278,6.17118976518466,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.474258740086686,5.45197903486537,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.481390393113093,5.16844214601969,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.488522046139501,5.53174940398905,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.495653699165908,5.36400350168451,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.502785352192316,5.39583900265786,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.509917005218723,5.27156867144386,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.517048658245131,5.31939826102693,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.524180311271539,5.04175809741467,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.531311964297946,5.28793509234287,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.538443617324354,5.85190420214506,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.545575270350761,5.39754652764749,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.552706923377169,5.32154793417101,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.559838576403576,5.17840419506962,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.566970229429984,4.56039552218498,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.574101882456391,5.16038410497786,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.581233535482799,5.10022600999039,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.588365188509207,4.92294898264847,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.595496841535614,5.13919775416592,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.602628494562022,5.20628766361184,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.609760147588429,4.40167689045466,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.616891800614837,5.22436338833774,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.624023453641245,5.11082828143134,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.631155106667652,4.63235668540556,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.63828675969406,4.08684348151508,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.645418412720467,4.98746884114061,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.652550065746875,4.32494130612652,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.659681718773282,3.94195879838138,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.66681337179969,4.72412745708637,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.673945024826098,4.60576828531771,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.681076677852505,3.75002491196214,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.688208330878913,3.48312167450499,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.69533998390532,4.26038429907319,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.702471636931728,3.8603513272922,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.709603289958135,2.33726605752307,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.716734942984543,3.71720068606705,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.72386659601095,3.40528718985148,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.730998249037358,2.3926582696128,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.738129902063766,2.46712108971786,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.745261555090173,2.64820842126094,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.752393208116581,2.37687334750175,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.759524861142988,2.33022783625723,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.766656514169396,2.4349067732235,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.773788167195803,2.51966513926259,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.780919820222211,2.22331644348919,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.788051473248619,2.31735514164148,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.795183126275026,2.13863645239884,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.802314779301434,2.06979618433909,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.809446432327841,2.10348087455391,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.816578085354249,2.10679904398653,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.823709738380656,1.66460793411135,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.830841391407064,1.92433229799518,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.837973044433471,2.04973478029992,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.845104697459879,1.82496676438213,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.852236350486287,1.58820070517686,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.859368003512694,1.80040262302257,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.866499656539102,1.89691211142118,,,,,,,,,,,,,,,,,
trim_stress,4,cbeam_maxabs_normal,0.873631309565509,1.77640788154464,,,,,,,,,,,,,,,,,
