problem,solver,solver_name,information_track,row_kind,dimension,evaluation_index,phase,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y1,Y2,C,audit_margin1,audit_margin2,audit_margin3,audit_margin4,is_pareto,normalized_Y1,normalized_Y2,ga_minimum_Y1,ga_range_Y1,ga_minimum_Y2,ga_range_Y2
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,11,initial,0.89582828832709305,0.75503202257447266,0.27006002326506584,0.58964797040159067,,,,,,,1.6193539128396455,0.1861343575383243,0,0.058744383624165231,,,,0,1.1468985896271375,0.18613413733662709,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,12,initial,0.32620153572839738,0.29520826469875405,0.016540166461325178,0.27195950842661648,,,,,,,0.43198577321659604,0.777344580874747,0,0.78005857223215203,,,,0,0.305951571248751,0.77734452063249249,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,13,initial,0.63583464697447645,0.98704280266840827,0.90634495435125983,0.51110397647988792,,,,,,,0.86508684514249556,0.41154277105336884,0,0.71717844526152308,,,,0,0.61269304673435288,0.41154261183878382,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,14,initial,0.028426188035810353,0.19593353556074383,0.3847951975671029,0.086933056200014056,,,,,,,0.30686790875453346,0.97973841417048235,0,0.46618887591753555,,,,0,0.21733752514621218,0.97973840868845274,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,15,initial,0.92535479046004276,0.93255230617809326,0.99423902070725934,0.19144331751494353,,,,,,,0.94037405066407131,0.51751944074671608,0,0.1999853070473645,,,,0,0.66601480002437263,0.51751931020546638,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,16,initial,0.54434537049663767,0.85650353756570063,0.67160437864894096,0.74335687004981432,,,,,,,0.62760847592816882,0.66959493854329577,0,0.67127389387103431,,,,0,0.44450028506605505,0.66959484914800549,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,17,initial,0.13169618842934472,0.59796407718058453,0.4483978525688494,0.44306933259959236,,,,,,,0.40411051337423953,1.1048012313138351,1,-0.48721390354543687,,,,0,0.28620907027647929,1.1048012596691408,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,18,initial,0.96394338718190442,0.14040793854581829,0.51046722540047162,0.78977540406754732,,,,,,,1.3594008806189293,0.76344317619250557,1,-0.99619265727340345,,,,0,0.96278827028352398,0.76344311218904926,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,19,initial,0.15740615001824029,0.70010377440622862,0.097048965689136277,0.6816899846566572,,,,,,,0.15741494880758267,1.3661558049823892,1,-0.25240679168704538,,,,1,0.11148828019753719,1.3661559040504978,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,20,initial,0.65605346381056173,0.36647250967892442,0.18806814946607048,0.92052806418058231,,,,,,,0.97985588930604639,0.78085718298430851,1,-0.72926169119136008,,,,0,0.69397759722104158,0.7808571236924331,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,21,adaptive,0.59611836116774009,0.37131500361707143,0.7030252429879863,0.48112967378239535,,,,,,,0.66036162468668125,0.58031858538942971,0,0.34601061767383923,,,,0,0.46769752429778905,0.58031847183928709,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,22,adaptive,0.32966600668048929,0.99999984485353866,3.4849064409168962e-05,1.8842084690810388e-05,,,,,,,0.45443142609345311,0.86347607030458395,1,-0.03756981561177114,,,,0,0.32184858265781707,0.86347603336629897,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,23,adaptive,0.77462945681245043,0.6905404926407458,0.83859654097993486,0.99999999584541543,,,,,,,0.79966188015069528,0.42127422530011238,0,0.40705712301246699,,,,0,0.56635617158893126,0.42127406871849604,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,24,adaptive,6.6690767284523136e-05,0.93363022206578739,4.5222970936290713e-05,7.5287679035581506e-06,,,,,,,6.6693839974244179e-05,1.8564165183704735,0,0.12368542730890386,,,,0,4.7235548941334538e-05,1.8564167500848514,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,25,adaptive,0.52738040566038413,0.99999990757671897,0.15196311176528332,2.3708482329437564e-07,,,,,,,0.70434479787496329,0.62493693471697886,0,0.27345071282399025,,,,0,0.49884836717222247,0.62493683323889793,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,26,adaptive,0.5033819440623829,0.89655413038341036,4.6248372824148759e-05,0.56649235318295843,,,,,,,0.86286575205985461,0.62964045947123115,0,0.37181710690372827,,,,0,0.6111199696548375,0.62964035926574857,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,27,adaptive,0.69047717758908367,0.44032902405047669,0.37986035074779628,0.76832016066373487,,,,,,,0.81503160405509179,0.54711529472429732,0,0.48358691324786618,,,,0,0.57724169483937371,0.54711517219058226,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,28,adaptive,0.14840713198034475,0.58299744426451783,0.22192996198388229,0.4649118113769225,,,,,,,0.18211229032727416,1.0868512879122063,1,-0.12063296288700615,,,,1,0.12898003782499956,1.0868513114109266,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,29,adaptive,0.33704388466550067,8.2022986495146268e-05,0.54999518432387307,0.22804068469474931,,,,,,,0.50896167040390328,1.0130017643328597,1,-0.3953806452277363,,,,0,0.36046933121426405,1.0130017678506524,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,30,adaptive,0.39529266009327702,0.88365151534757691,1.4353172642166123e-05,1.0130044324811738e-05,,,,,,,0.59175852080632019,0.69410872943034319,1,-0.21210033427112701,,,,1,0.41910974959296365,0.69410864666757077,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,31,adaptive,0.017938514403877129,0.49080673209245629,0.089280324263466826,0.45909553938514247,,,,,,,0.031622172334003516,1.3198924576529651,0,0.0087017691270112607,,,,0,0.022396231338471011,1.3198925442039369,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,32,adaptive,0.28498759907717597,0.60806135608558631,0.31466937548320151,0.39639003373812376,,,,,,,0.3076484944589537,0.81985432346248199,0,0.24662621859097511,,,,0,0.21789037072023054,0.81985427472177874,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,33,adaptive,0.70513193036185973,0.99999998579074267,0.70794141909902297,0.99999999183960708,,,,,,,0.71276658756866795,0.57335404452685257,0,0.65907118035452117,,,,0,0.50481305385699338,0.57335392909236482,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,34,adaptive,0.47423791291651379,0.82830613388284791,4.4522104603664236e-05,0.054552714676478084,,,,,,,0.78392450485851084,0.57428484934161406,1,-0.059978419055981336,,,,0,0.55521026124534933,0.57428473415896741,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,35,adaptive,0.56459751429188754,0.7826321050868067,8.6600816570369527e-05,0.10116454295480254,,,,,,,1.0434741964076919,0.48373040352055818,0,0.42630835482853879,,,,0,0.73903491675497623,0.48373026383725493,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,36,adaptive,0.050933872481135407,0.6539280958202135,0.12151346273358304,0.53572020047139279,,,,,,,0.069874928716088122,1.4166812549090091,0,0.50841475991593155,,,,0,0.049488537718260943,1.4166813676474206,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,37,adaptive,0.97594621904092305,0.36153151764398866,0.99999999911893456,0.99999999008093521,,,,,,,0.97774337281564716,0.41865013833537512,0,0.56307887813927271,,,,0,0.69248141892166393,0.41864998104377865,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,38,adaptive,0.25899535938272711,2.0549616086048411e-05,0.1756935824261989,5.064174780691072e-05,,,,,,,0.25915986763516846,1.0044718310465288,0,0.72554233764393816,,,,0,0.18354856484554233,1.0044718322564397,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,39,adaptive,0.20241357960164039,0.54843434736188312,0.17894094409275343,0.45796989893264561,,,,,,,0.20614127048357278,0.98118252343615786,0,0.51886598349380908,,,,0,0.14599843215679278,0.98118251834485037,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,40,adaptive,4.7508645533288207e-05,3.9695353294788571e-05,0.039049461258916,0.63127009994821848,,,,,,,0.003096613440567296,1.3985013906022337,1,-0.25773573766650304,,,,1,0.0021931596048570222,1.3985014984218516,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,41,adaptive,0.025197954939854203,0.054824003328751168,0.025849995207908451,0.46960311129717763,,,,,,,0.025697906447345854,1.2055314447589001,0,0.36077863774046615,,,,0,0.018200402288310401,1.2055315003680458,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,42,adaptive,0.36617094236800979,0.83523235646836436,0.096656344769037866,0.075418576279478802,,,,,,,0.4369990292137369,0.6902217760189695,0,0.86765823802679243,,,,0,0.30950218250610001,0.69022169220453244,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,43,adaptive,0.95269496394180098,0.3866762530340308,0.58627938769906907,0.99999999832515407,,,,,,,1.2046643018589807,0.40321199106478767,1,-0.5622664319181554,,,,0,0.85319693108558858,0.40321182959620416,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,44,adaptive,0.98550723392138639,0.53898260785344454,0.66410652751580801,0.99999998880965524,,,,,,,1.1875142024342309,0.22120492198397645,0,0.46286538621979934,,,,0,0.84105046656893512,0.22120471127106633,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,45,adaptive,0.4234023917481603,0.19838153995276001,0.42647761061388806,0.27314366346514851,,,,,,,0.437831171211093,0.78999631080230415,0,0.76986005867299989,,,,0,0.31009154254381011,0.789996253983136,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,46,adaptive,0.90392877761515922,0.44155826956841721,0.6120714320271351,0.93737101765059794,,,,,,,1.0489929885701832,0.36981735100894575,0,0.18972747530572076,,,,0,0.74294357124824106,0.36981718050501783,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,47,adaptive,0.18640856216760834,0.56453534470587796,0.30122418503086884,0.42508940397524808,,,,,,,0.2503040728139454,0.98358952488302598,0,0.63137870944435093,,,,0,0.17727649639283602,0.98358952044296333,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,48,adaptive,0.29498295699977567,0.70159857081010735,0.27194800730659119,0.53755116623944388,,,,,,,0.30093538908135437,0.93311433009214295,0,0.61327705177166902,,,,0,0.21313585039669861,0.93311431199537453,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,49,adaptive,0.091070964347674699,0.57520359117997633,0.19068769720536757,0.44638979283315561,,,,,,,0.13064050181631148,1.1756176740590611,0,0.68131772295823501,,,,0,0.092525423931924644,1.1756177215746557,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,50,adaptive,0.55533192030629508,0.34660721065317734,0.54750700401776098,6.0959922800044031e-05,,,,,,,0.56461122355298821,0.69861802232249604,0,0.61318031177426147,,,,0,0.39988282415982135,0.69861794077977013,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,51,adaptive,0.20437906659703034,0.60876553061182748,0.2346714514269973,0.4757862396571193,,,,,,,0.22329530149093738,1.0085397385743988,0,0.21529990813710137,,,,0,0.15814768119542144,1.0085397408849337,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,52,adaptive,0.49644007913136323,0.90185554363520937,6.7433106974296164e-05,0.11062783519665381,,,,,,,0.84362153280091201,0.5609239803923195,0,0.11265128891786413,,,,0,0.59749035617037483,0.56092386159471985,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,53,adaptive,0.39189341096082198,0.75881829658237954,0.049523095424054628,3.3176629794736973e-05,,,,,,,0.52766294078133047,0.64932035889475392,0,0.45211126360141218,,,,0,0.37371440411034007,0.6493202640139184,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,54,adaptive,0.051918303980191725,0.020710251450722611,0.070351410630013239,0.59442181025105656,,,,,,,0.056071297939540854,1.3411310232688709,0,0.055115561147362546,,,,0,0.039712191396539059,1.3411311155662067,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,55,adaptive,0.89983327345285413,0.99999995147955534,0.99999996657239931,0.99999999191285827,,,,,,,0.93038698602314329,0.13902326962759448,0,0.19859009232203151,,,,0,0.65894151588285355,0.13902303667939345,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,56,adaptive,0.22477558346996945,0.64626404847773777,0.42873398838134696,0.43313035808904798,,,,,,,0.37488826006819104,0.95125071982095621,0,0.35006315305860158,,,,0,0.2655125685193907,0.95125070663121869,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,57,adaptive,0.11369553463875931,0.55833484374547293,0.19666863853830774,0.50989107385074206,,,,,,,0.14783337100204039,1.1821841454898812,0,0.55154472801859411,,,,0,0.10470217989886375,1.1821841947821181,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,58,adaptive,0.29383639126935418,0.95875129108877211,0.031843314295664546,0.0092810518484646234,,,,,,,0.36191266300251418,0.88572764708933205,0,0.43265816514755517,,,,0,0.25632267256384955,0.88572761617149409,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,59,adaptive,0.99999999833920494,0.4925394843097235,0.99999999562209541,0.54641196968480321,,,,,,,0.99999999833920494,0.4632582740346014,0,0.45124373177403887,,,,0,0.7082445527372152,0.46325812881230322,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,60,adaptive,0.90292578699166148,0.38408561653870221,0.59955778140585414,0.99999999809994888,,,,,,,1.0604088288439768,0.45171029723945771,1,-0.24223525055148276,,,,0,0.75102877795050138,0.45171014889270761,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,61,adaptive,0.99999995348440074,0.99999998466617279,0.62589740866956056,0.54885087109845665,,,,,,,1.2799053641566764,0.20353549908234289,0,0.19258985805563034,,,,0,0.90648600368859522,0.20353528358874576,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,62,adaptive,0.75095027568265882,0.31358710383725313,0.45745386331390964,0.59174836309381051,,,,,,,0.86769658530023208,0.55561815638606815,1,-0.052900416645257797,,,,0,0.61454138098819899,0.55561803615291039,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,63,adaptive,0.7072908203652537,0.39394639077795257,0.50871522331978669,0.55169970157247217,,,,,,,0.74644352399614022,0.49521734098222953,0,0.75759726702673191,,,,0,0.5286645606742405,0.49521720440686323,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,64,adaptive,0.79908744128518427,0.33526241727157496,0.53379202648675106,0.60345018675691042,,,,,,,0.89740927165797646,0.5142387473678478,0,0.092774965473709003,,,,0,0.63558522928321037,0.5142386159389648,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,65,adaptive,1.740153796939755e-05,8.8136582128989054e-05,4.413756221580134e-06,0.00011557463786177405,,,,,,,1.7401559615471487e-05,0.99999928579932318,0,0.0005524360048232978,,,,0,1.2324559827258157e-05,0.99999928579912989,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,66,adaptive,0.24841041511676953,0.039695675916453156,0.42609434541693325,0.26191464678551896,,,,,,,0.37413299581859727,1.0020892790991072,0,0.39341480254747774,,,,0,0.2649776567278504,1.0020892796643883,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,67,adaptive,0.97087863911750794,0.8923753399776484,0.98762750588259396,0.62588322237547223,,,,,,,0.97202065012032612,0.13807514796533685,0,0.76538478740044702,,,,0,0.68842833173914586,0.13807491476060943,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,68,adaptive,0.62966312646442635,0.74480584613305012,0.81226523441660847,0.8567278505824879,,,,,,,0.75603223561769761,0.58454136096701403,0,0.44003602406074138,,,,0,0.53545571345925536,0.58454124855939704,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,69,adaptive,0.64324201346023369,0.93820791219674837,0.63087315854367343,0.10149643133641664,,,,,,,0.64925089577556327,0.47281284261799006,0,0.55238690871437512,,,,0,0.45982841105648087,0.47281269998080189,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,70,adaptive,7.1288180113739108e-05,0.33725696862772792,2.330558750068123e-05,1.8822626549907379e-05,,,,,,,7.1288741582222102e-05,1.108047185043022,0,0.13983789221399792,,,,0,5.048986298095312e-05,1.1080472142765618,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,71,adaptive,0.63325612911182272,0.37834688556299756,0.34709901558543116,0.48384920102230411,,,,,,,0.72813370107277187,0.54785098092886786,0,0.30459185979839498,,,,0,0.51569672830564506,0.54785085859420202,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,72,adaptive,0.87874946105398544,0.99999998903136833,0.45488712115999663,0.99999983731082198,,,,,,,1.1922554467909343,0.17705973317628254,0,0.090145079352144775,,,,0,0.84440842706334329,0.17705951051933033,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,73,adaptive,0.74357470257371283,0.36296092646704858,0.42730608525645736,0.59484582755128879,,,,,,,0.88210351073953219,0.50753174714058658,0,0.32692026686010922,,,,0,0.62474500746922068,0.50753161389703938,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,74,adaptive,0.97400150008428787,0.43199859287206316,0.59319843740904221,0.99999999675100348,,,,,,,1.2543668141967594,0.33656473055636849,1,-0.060364873014736697,,,,0,0.88839846476463713,0.3365645510555213,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,75,adaptive,0.16812075208896149,0.58224595862005069,0.22251851643740941,0.43173678225245993,,,,,,,0.19450886679797297,1.0243290129914109,0,0.58684507040322254,,,,0,0.13775984559754378,1.0243290195739347,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,76,adaptive,0.43680950931384027,0.11395812633723842,0.42678622981738151,7.1835035371781153e-06,,,,,,,0.44708395668257794,0.89875590494697288,0,0.65278097546730685,,,,0,0.31664477746251896,0.89875587755409569,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,77,adaptive,0.35479010773410613,0.70003750317286395,0.24935127594973999,0.70765251935685147,,,,,,,0.3559874960071025,0.9945720825029063,0,0.5858204593805133,,,,0,0.25212620530832142,0.99457208103431416,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,78,adaptive,0.66336341435971558,0.30735431701170651,0.49793943855292477,0.54978287110545698,,,,,,,0.68365776112428145,0.60584524692649078,0,0.35244825251534639,,,,0,0.48419688605694439,0.60584514028291092,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,79,adaptive,0.17393307201200342,0.52019268089518089,0.40011182258690142,0.43395266625060147,,,,,,,0.33957520077931125,0.99967840642359218,0,0.61079598576298977,,,,0,0.24050228659601833,0.999678406336581,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
CF1_D4,ctsemo,cTSEMO,binary_label,solver_evaluation,4,80,adaptive,0.94749330108633056,0.48254942499676307,0.59426802063428152,0.99999999721747146,,,,,,,1.1794217025152227,0.30389017551602454,0,0.21188930922216392,,,,0,0.83531899757375239,0.30388998717466104,0,1.4119416725118701,2.7056264101680599e-07,0.99999972943735893
