topology,case_id,maximum_damping,strict_pass,num_flutter_roots,rows_per_root,total_rows,finished_at,verified_receipt_sha256,evidence_fingerprint,completion_evidence_path
BCC,48,-1.2886684e-06,1,20,37,740,2026-08-30T10:13:15.1596939+09:00,CE6DD1627B2D77851CA4B07077DB1872A36EE27024980B68B6C5E090EBD97712,589FD5FDDF0407E7760342CA91CFB9461BFBC8FD573DBFFDE27E9AB875ED90A4,aeroverify/nastran/trials/BCC/48/sol145_mkaero18_rerun_20260829/rerun_success.json
BCC,49,-9.2071949e-07,1,20,37,740,2026-08-30T10:56:55.8240233+09:00,727F4931987A8D451999F1103B0177A59BB2929BDF7B1A9A582CB75B35E8147E,36503AF8558EF1D3949A6465EBCDA731C724609694CD39E934AA99B2A68CC5E4,aeroverify/nastran/trials/BCC/49/sol145_mkaero18_rerun_20260829/rerun_success.json
BCC,50,-1.2225735e-06,1,20,37,740,2026-08-30T11:32:39.9940594+09:00,8C7DD8710A845DAB2645FA74E93F3F207D16B4312AC9A12BEFF75A7EF394E238,7D3812F28D6DB4942469B96988BD98D0BBA3A8ABB67F8623D41F5A9818A61F4F,aeroverify/nastran/trials/BCC/50/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,1,-4.2730472e-07,1,20,37,740,2026-08-29T16:08:13.0693097+09:00,7FDDEB9AE8240F7489A33C75C8DE08DF8E30F1622C017CA06D108AD2B85BB5F3,343499EEABF2A67120E7B105A5356E71A4F4168D601C1A8ECF1F63F363328A6D,aeroverify/nastran/trials/FCC/1/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,2,-1.4386064e-06,1,20,37,740,2026-08-29T16:47:05.8689078+09:00,F39B41B54748083118B607A2F8A33585378D6A039FFC30C21229D49FC6EEA940,0AFC3005556AAD1E607054323F739F48D3CE01CBE36814DDE51C596FA51FC425,aeroverify/nastran/trials/FCC/2/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,6,-1.8711938e-06,1,20,37,740,2026-08-29T18:15:55.1971140+09:00,2364C57AF966FDFACB4A214C17B42FEF5A60B1033625319D8DF64313E9C99AFF,063CE65B07D4F7A04B3C252E34F9FCB953E1B172E9DE76511F11184CDBCFECA5,aeroverify/nastran/trials/FCC/6/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,11,-1.348928e-06,1,20,37,740,2026-08-29T21:35:38.6717479+09:00,725073673C2949073F0200EA32BF30ACC0C1F005FE8BEA4562C4B28AD11745E5,CC78E1A187D0978E3CE497F90B11DF84F98B0654C7D883FD4A1062BFABCA7CE7,aeroverify/nastran/trials/FCC/11/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,16,-1.1241855e-06,1,20,37,740,2026-08-29T22:30:46.5271516+09:00,0CD7F0A3CE3956272847331D0DB79BA477A48F92440C351181BCA185CFBFEEE9,CBABE3133DDBAC78A2DB3AFC5EF5250FF51D64A53DB3B120EF3FFBBBA0727DB6,aeroverify/nastran/trials/FCC/16/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,26,-3.934688e-06,1,20,37,740,2026-08-30T06:58:03.1875877+09:00,63A19152B132440BF16BD0D83679AAA5BCE7CD153F4FB86F645CF74805582BAB,DCB2748058AB5AA6AE4C8ACC2C85215026E86F30A933D42962D1C6B64406AB8D,aeroverify/nastran/trials/FCC/26/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,40,-1.1718531e-06,1,20,37,740,2026-08-30T08:12:25.1908755+09:00,34A47AB36362FA6CE2D49C93DA30A4E9F8EDCF0D5EF784BEF9F5C48568F4C798,AF664F21A4D77E2BE4D0C653AC46E6EFDF8F5C622971755A7D8C8CDDF387FB61,aeroverify/nastran/trials/FCC/40/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,41,-2.1809108e-06,1,20,37,740,2026-08-30T08:53:26.2285287+09:00,B9EBFDEA5471AC5F24493BF2F7CF2664F8B49B5079A977AE68AAA36E4E396AFD,78D574262F1465800C3AF940183F1D860C5A1E4941B2F95A61934AB228659F77,aeroverify/nastran/trials/FCC/41/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,47,-1.0459088e-06,1,20,37,740,2026-08-30T11:01:49.4202632+09:00,7A5840434A2276BFEA85196BB96ABC3CCFD3B37D18DAB160920C3BAB8DCB5A65,E6433C1359FC5133EDBB5B9606E1B460614D36464E82094C1A4869F8FEE9C573,aeroverify/nastran/trials/FCC/47/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,48,-2.0586957e-06,1,20,37,740,2026-08-30T11:50:49.8202745+09:00,434010C83407DC190CC729BD1889A62DD0477C2EC5E758B9CF4283D64BBFAC6E,3FD43732C7C53843BF6AF85337C052C98CA8FAC9AD65869FEC886F02C4D3D52A,aeroverify/nastran/trials/FCC/48/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,49,-9.3906293e-07,1,20,37,740,2026-08-30T12:45:39.8955393+09:00,9E12D330730188D088ED052C39F0453F4FE4D62A40D634AB02FFD9D873643EAA,9D30502F07BD5FB92FDCB8B49223C63472F558C5FF9BD954660C9B151BAD0780,aeroverify/nastran/trials/FCC/49/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,50,-1.6505876e-06,1,20,37,740,2026-08-30T13:30:00.2153996+09:00,B18E8251E979B10476BB45517EC92CCD915BCD6AA9B30EC783C495D4966A1C4F,B35DB3B2164732C603CE753E8D04574086FFD1F4A51C20BE9605FB679B83BB21,aeroverify/nastran/trials/FCC/50/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,51,-2.1422206e-06,1,20,37,740,2026-08-30T14:33:31.1451304+09:00,638685E10205FA1DCF8921564F5B9E7EDD6321FA35015003E80B704B5BDBD74A,1C477A442005C84DC1DEC8C78673C2C16AD16497C4DB4A0F2DF7ED27D626FA73,aeroverify/nastran/trials/FCC/51/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,52,-2.2369668e-06,1,20,37,740,2026-08-30T13:15:17.3941919+09:00,B7B78490F4E4CA479F25CE42C0763752C1EAC7EFC9CFF9A292903105D3EA6D36,6EE81D2531BBF40BA40A2A0234D6F6905CC29E8E8792180152F9BABC73CE7F39,aeroverify/nastran/trials/FCC/52/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,53,-6.3521937e-07,1,20,37,740,2026-08-30T15:42:40.9047079+09:00,FA57C3F6A97DC5ABAEC6111BFD7C8563245650B24D83CFBAD845AAFA3AE056CD,5BEBDE6990E4A3BE3F545A57287D499BBE8920CEE2BCABD6EE3FED583559BA27,aeroverify/nastran/trials/FCC/53/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,54,-4.04523e-07,1,20,37,740,2026-08-30T14:23:19.4945678+09:00,2A136069D26B12D26231DFABF228845CA8A4AD49D1E55236AEAD4A7FF63CBA7D,C436BDBD60BC7138C540B2A99B87E20DBF6E1B7051C5ED01CE687F3EB723A88E,aeroverify/nastran/trials/FCC/54/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,55,-3.4626127e-06,1,20,37,740,2026-08-30T16:47:56.6189425+09:00,DDDEE25772288021C13364D27650F65DD07B41CE3BED586223644FABEE53C38D,86970454980E5B3CA7F9B12C4A94760EA3D169C4CB7F04EC6495160C403EE168,aeroverify/nastran/trials/FCC/55/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,56,-3.2629162e-06,1,20,37,740,2026-08-30T15:48:21.9337928+09:00,A4A6C83F2CFCA3643A34AC6C75470DD026F19C6F254CAE3698A3A5F127632C1D,515C003DB8E0531A942EFC32259CCB5F8C952BF4031F7BAB7ACE472CF46F7686,aeroverify/nastran/trials/FCC/56/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,57,-1.4778378e-06,1,20,37,740,2026-08-30T17:55:33.9151214+09:00,3018AFAD3381E8BA7C3B22EA8ACD9DFD5C363473B7CB5222ED38213D9EA40DA5,7973E277066AEC04CE78768BB3138833AD7FBB740369981AF6AA73C86948F585,aeroverify/nastran/trials/FCC/57/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,58,-4.8272563e-07,1,20,37,740,2026-08-30T17:05:30.7868385+09:00,9CE14917AE8730A1E9AF31E0960B0F1ED72EFA3B8CEEE98669D7B7E8ADFDB983,72A8D437535159C2F280AD7B71512B6941B5A21ED4CA06DA50A3A37A29A40849,aeroverify/nastran/trials/FCC/58/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,59,-2.9167218e-06,1,20,37,740,2026-08-30T18:52:28.0603050+09:00,7823E66695BE80FE7F55E2BB66B9F195FCA91FF7B949B228DD837460AF28B907,2B76B1827C20BA9F3341B047C268FAD1F2A1ED39D3022D3AD0AE75C1A6ACD734,aeroverify/nastran/trials/FCC/59/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,60,-5.1541805e-07,1,20,37,740,2026-08-30T18:16:22.8964271+09:00,3FC8A29F4EEE7F9189F47A1AB2D10062B6B037C77639ED8A82984AA53E083752,0DDC276F631014E2C5E06B83EC3462F652C9A7D8CB22A3C6897240C82D4C4E02,aeroverify/nastran/trials/FCC/60/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,61,-3.5372633e-06,1,20,37,740,2026-08-30T20:02:21.8916318+09:00,7F0962F5BA7C6632377C098761C31F9BCA1D612D47EE4FBCDD69496782610085,8C31AB28B803DF79C3D68F107D29DAB788DE5D80812C24AD834890EDD1A82C65,aeroverify/nastran/trials/FCC/61/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,62,-2.4584191e-06,1,20,37,740,2026-08-30T19:26:54.6561650+09:00,A953850B12AA9EC3C184A5564F3868A0932D356ECFFC63B54CC10AA6F4C76538,CE27179A92F9F7621B297F897E0F1BBE0392F609636C65E3D5A55BEBE53A94FC,aeroverify/nastran/trials/FCC/62/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,63,-8.1462539e-07,1,20,37,740,2026-08-30T21:05:24.5695397+09:00,8F9E992869B49C8C490E22E252BCF5FA752D25D43AFE9B1894A30331B1F62F5A,4421A32A358C719BC18E593D7091B20BEF38E6D542EF9E2042BA009A8DB4D04F,aeroverify/nastran/trials/FCC/63/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,64,-1.4220703e-06,1,20,37,740,2026-08-30T20:30:35.2449739+09:00,BF5CF45F4B44F193C8B036C41BEA4CEEF0F13A76E676A6C34BB38AF775D78956,212AA44152C9C48083C099605F089908A8D6ED9C39ADA5C4BD29BFDCD6823D1E,aeroverify/nastran/trials/FCC/64/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,65,-1.8990185e-06,1,20,37,740,2026-08-30T22:06:58.6297622+09:00,0017B784EBF22B328005362D04A633708402510B51B23B28757A1F1F0BB682CB,FFC6E60A708FA3154FC39D3C83F72954D1CF3A2102DC95F549D2A6513346BB4D,aeroverify/nastran/trials/FCC/65/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,66,-4.3255689e-07,1,20,37,740,2026-08-30T21:35:25.4396575+09:00,EA97A8672783259E9675C86634F76DE2D0388943CE1BFBA40381000DBFBE6DD8,BD983EC7639A0DBD3DD0D2939389A532019D17D7497A841AA9600B68E5D1F3D2,aeroverify/nastran/trials/FCC/66/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,68,-2.1519682e-06,1,20,37,740,2026-08-30T23:10:54.0135815+09:00,FD0578564DF2436EBD2130B3662542EABACADC8EF7D650CE56160D3EEAA0673B,9B1A2688654421532E871377A7A8EEB3063B5B8A76C695810692A5CD750E90E3,aeroverify/nastran/trials/FCC/68/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,69,-1.1417504e-06,1,20,37,740,2026-08-30T22:40:12.8337897+09:00,2C668C60BC5B68343CC979211FD354EAD2947E46AEBAC847DF044794F221B3D5,A11C6675F7946B8403FFC39B838BF44978DD9BC68941186EEC939D1038A6D2DC,aeroverify/nastran/trials/FCC/69/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,70,-7.1176535e-07,1,20,37,740,2026-08-31T00:16:45.5429143+09:00,92CCDFAFE27FBF8E9785CD03C269EC6EBA03BDDBEF416C4DCD6B5D0131D805B0,BC8DC1AFB2CC833805BE5F6F66EF7A44A681E384129771CFB9701D04B19B95B5,aeroverify/nastran/trials/FCC/70/sol145_mkaero18_rerun_20260829/rerun_success.json
FCC,71,-1.1758905e-06,1,20,37,740,2026-08-30T23:46:33.7046489+09:00,4CDEFAA19040B13947D15F73C945FB8964EF2E9AA0CE7AD5FCC450AFDCF07CB1,9B7B465EA3E12E7FC4CC8CCD82378425B02969A848472CA26695D7F1E58DBA31,aeroverify/nastran/trials/FCC/71/sol145_mkaero18_rerun_20260829/rerun_success.json
SC,2,-4.4207075e-06,1,20,37,740,2026-08-29T17:14:06.3253923+09:00,FEBFC51032655ED0B0F5F6F02FCD1B5F9EF748CBC4F006137E9AE91063D84311,3D16D25062B3E119B6E76D5E5C1E70357E81D68046675C4F842D5DB7BCB32069,aeroverify/nastran/trials/SC/2/sol145_mkaero18_rerun_20260829/rerun_success.json
SC,7,-7.5697985e-05,1,20,37,740,2026-08-29T19:15:22.9805575+09:00,A7090CAA60B9C1337D9FCD64E5344488D4957E19FA2CB8C678A220018C009A6B,638954D56A650363597B6CB652F367A5F6A3B686D4A11C3482B8BD38CD826D9B,aeroverify/nastran/trials/SC/7/sol145_mkaero18_rerun_20260829/rerun_success.json
SC,12,-5.2345444e-06,1,20,37,740,2026-08-29T21:28:49.7790983+09:00,CBF8751FB71E1EA07945D4B86062A7861582BF08AECF06559C3962B7BFF68A14,55953E660B2EE990E7FB1692BC31B5772AC8638FB770FD0695EF0F5D4CBF18B0,aeroverify/nastran/trials/SC/12/sol145_mkaero18_rerun_20260829/rerun_success.json
SC,13,-3.4447866e-05,1,20,37,740,2026-08-29T22:15:00.7062476+09:00,3D15758418047F3AEEA4CB8FAD627B21107AB04E865F6691C1C3EED6C50361A9,1714A3AD703D091A537A9C8238C879455A3AEAAC4EDAC48AEA7CB0A65145E2FB,aeroverify/nastran/trials/SC/13/sol145_mkaero18_rerun_20260829/rerun_success.json
SC,16,-6.8254505e-06,1,20,37,740,2026-08-30T00:07:09.1736695+09:00,4326984C1F751302E03EA79685BAACB3FEDEEE0556873DED1DE0FC4204BB2996,A27A1C2994DFA372B7636DF8B903BE29EA7536AFD01D0E59B4D1714568C29442,aeroverify/nastran/trials/SC/16/sol145_mkaero18_rerun_20260829/rerun_success.json
SC,17,-4.4546008e-06,1,20,37,740,2026-08-30T01:37:30.9542428+09:00,5FE68DD9195792F9E53387413403B0640A5798EEDF52738BF07E99E1971D879F,D2993461BD9250A936BE7022C66C0C97B7CEF9212E5263D089E579925D5976BA,aeroverify/nastran/trials/SC/17/sol145_mkaero18_rerun_20260829/rerun_success.json
SC,18,-5.836659e-06,1,20,37,740,2026-08-30T02:29:04.5417321+09:00,50044FD2EBCDC67BC23AE9C366ED04772E8493B08B51746766D57A10F82DCD9E,93CA928C113371A774BE770FFBCE74F3419E8E5B56EB5401A6B07E512A322938,aeroverify/nastran/trials/SC/18/sol145_mkaero18_rerun_20260829/rerun_success.json
SC,20,-4.9647129e-06,1,20,37,740,2026-08-30T03:29:42.3702167+09:00,275C087B17046ADBCD2B820F72470B68A20F9E399F01A54BE201EB43D171A6B9,2F39E53A2C019ADDD1F4B7BC0CC9EB83F1F139270B07FF9A941CF1834D1BB834,aeroverify/nastran/trials/SC/20/sol145_mkaero18_rerun_20260829/rerun_success.json
SC,22,-6.7865739e-06,1,20,37,740,2026-08-30T02:54:17.4596197+09:00,FE211BC19DC016AF06B5269959359C9F53350A06B485DAB3112AF8F93E59B3C2,E310BAC8055CDF9E2E265A62436B8059D01EEFCB101A5E3B36BAB74BFC463A07,aeroverify/nastran/trials/SC/22/sol145_mkaero18_rerun_20260829/rerun_success.json
SC,23,-2.8847514e-05,1,20,37,740,2026-08-30T04:34:57.9244306+09:00,DDB001CB7AD3912D9C5D6D7E8701B03F7F0151D6C1C30737732990371024DE1C,30116D85C394314B6323702CA537DA35771654755CC8724211378BFDD0348E4F,aeroverify/nastran/trials/SC/23/sol145_mkaero18_rerun_20260829/rerun_success.json
SC,24,-5.0748386e-06,1,20,37,740,2026-08-30T05:11:13.6488512+09:00,A65183F3A2C2B0B79F53133183F57FEFCA81586E7265DF1BEF51B08F9C326AFE,11E1F2C7B5363BF2E7B5A9B68EE919D76478689DC15C0C8582FC57836DC1CAC9,aeroverify/nastran/trials/SC/24/sol145_mkaero18_rerun_20260829/rerun_success.json
SC,33,-9.3317812e-05,1,20,37,740,2026-08-30T06:22:48.1661824+09:00,ADF7D48DB9FACA2FF4D285821B490C5F5944554C4B10BADCD4E8CB2A9FAF21D4,39E1F07D36A42D0F35BEADA60ED9F4868E87FE64E977F781AC6CD75D39FDB10E,aeroverify/nastran/trials/SC/33/sol145_mkaero18_rerun_20260829/rerun_success.json
SC,35,-4.2481376e-06,1,20,37,740,2026-08-30T07:31:37.0414839+09:00,AE212E2DB5E3DC452EF635AE1A7CD2CA23C84C6F58C407C534DFD7E84FFC72E7,1673DC342E614C599C89BE9879B3D5408692E0E9373016B5E970C5AB7267CF7E,aeroverify/nastran/trials/SC/35/sol145_mkaero18_rerun_20260829/rerun_success.json
SC,39,-0.0001435387,1,20,37,740,2026-08-30T06:58:04.6936170+09:00,DFC6E461D4EB869243B7C688B592055ADE33A9A14DECC713782A4487B6680FAA,4F69AA21F7FA72A966486A7817F123E23C2A555CF0A3BE8B7DC5CECDDC22F976,aeroverify/nastran/trials/SC/39/sol145_mkaero18_rerun_20260829/rerun_success.json
SC,40,-0.00017070887,1,20,37,740,2026-08-30T07:30:04.0252957+09:00,1D6C9EE6562BD45A7138281FC55AE94753CDD9D6C977CBE0B7438D49F39ED653,D09455F7C1B471698523AF0307DA0B93BE2DB70653A4F3A6C6EAE51FE22A38B3,aeroverify/nastran/trials/SC/40/sol145_mkaero18_rerun_20260829/rerun_success.json
SC,42,-0.00011257245,1,20,37,740,2026-08-30T08:00:25.4529209+09:00,F897E9D714DEC727DC7C8B3C29CA44F66DBD9F65BE885B80EDF2AA660A88C82A,05C35577766B155A0A7D3E5C4E5EB13B13797FBC6DABC802E7DEEB121B9858F2,aeroverify/nastran/trials/SC/42/sol145_mkaero18_rerun_20260829/rerun_success.json
SC,43,-7.864058e-05,1,20,37,740,2026-08-30T09:25:39.5490093+09:00,41D0CCFA5A32E888C6EFE8C12E4BAA85C76C2D282EBBF0B912DB20594512A871,AB1E212E612F916F306C89ADB2304A16E3CCC39B38EA2232DA88FFA7F8CCC041,aeroverify/nastran/trials/SC/43/sol145_mkaero18_rerun_20260829/rerun_success.json
SC,50,-5.715365e-05,1,20,37,740,2026-08-30T12:06:36.7838923+09:00,82A034F919F9A481096BDF3385BB17A2BAFE435C980171336AAAF75108335EE4,6846FF67916949A48D321FAA28989CF1FFED13DD1A6EE5BD95A8CBDC0A68752D,aeroverify/nastran/trials/SC/50/sol145_mkaero18_rerun_20260829/rerun_success.json
