record_type,problem_id,display_name,dimension,replicate,sequential_evaluations,total_evaluations,evaluation_index,stage,sequential_iteration,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_y1,objective_y2,constraint_label,feasible,seed_1_normalized_hv,seed_2_normalized_hv,seed_3_normalized_hv,seed_4_normalized_hv,seed_5_normalized_hv,median_normalized_hv
curve,WELDEDBEAM,Welded beam D4,4,NaN,16,36,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1737855759406,1.17533327172112,1.18986728771859,1.16162216685641,1.1823951477434,1.17533327172112
curve,WELDEDBEAM,Welded beam D4,4,NaN,17,37,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.17550865538614,1.17533327172112,1.18986728771859,1.16162216685641,1.1823951477434,1.17550865538614
curve,WELDEDBEAM,Welded beam D4,4,NaN,18,38,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18133863554927,1.17533327172112,1.18986728771859,1.17650019782081,1.1823951477434,1.18133863554927
curve,WELDEDBEAM,Welded beam D4,4,NaN,19,39,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18133863554927,1.17533327172112,1.18986728771859,1.17650019782081,1.18312377675556,1.18133863554927
curve,WELDEDBEAM,Welded beam D4,4,NaN,20,40,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18133863554927,1.17533327172112,1.18986728771859,1.17650019782081,1.18353654759593,1.18133863554927
curve,WELDEDBEAM,Welded beam D4,4,NaN,21,41,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18133863554927,1.17533327172112,1.19017482109199,1.18821464816538,1.18413786725772,1.18413786725772
curve,WELDEDBEAM,Welded beam D4,4,NaN,22,42,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18149017788496,1.17533327172112,1.19017482109199,1.18821464816538,1.18413786725772,1.18413786725772
curve,WELDEDBEAM,Welded beam D4,4,NaN,23,43,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18149017788496,1.17563882156432,1.19019456113864,1.18821464816538,1.1846994201427,1.1846994201427
curve,WELDEDBEAM,Welded beam D4,4,NaN,24,44,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18149017788496,1.17572037776074,1.19019456113864,1.18821464816538,1.1846994201427,1.1846994201427
curve,WELDEDBEAM,Welded beam D4,4,NaN,25,45,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18149017788496,1.17572037776074,1.19019456113864,1.18821464816538,1.1846994201427,1.1846994201427
curve,WELDEDBEAM,Welded beam D4,4,NaN,26,46,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18163310319153,1.17572037776074,1.19029064475057,1.18821464816538,1.18492230685364,1.18492230685364
curve,WELDEDBEAM,Welded beam D4,4,NaN,27,47,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18173712632277,1.17572037776074,1.19029064475057,1.19045767089184,1.18495276497674,1.18495276497674
curve,WELDEDBEAM,Welded beam D4,4,NaN,28,48,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18173712632277,1.17572037776074,1.19029064475057,1.19045767089184,1.18495276497674,1.18495276497674
curve,WELDEDBEAM,Welded beam D4,4,NaN,29,49,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18173712632277,1.17572037776074,1.19029064475057,1.19045767089184,1.18495276497674,1.18495276497674
curve,WELDEDBEAM,Welded beam D4,4,NaN,30,50,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18174909822361,1.17572037776074,1.1904477165519,1.19279504849595,1.18495276497674,1.18495276497674
curve,WELDEDBEAM,Welded beam D4,4,NaN,31,51,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18174909822361,1.17572037776074,1.19973670070146,1.19279504849595,1.18495276497674,1.18495276497674
curve,WELDEDBEAM,Welded beam D4,4,NaN,32,52,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18174909822361,1.17572037776074,1.19973670070146,1.19279504849595,1.18495276497674,1.18495276497674
curve,WELDEDBEAM,Welded beam D4,4,NaN,33,53,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18177414313654,1.17572037776074,1.19973670070146,1.19516523657826,1.18495276497674,1.18495276497674
curve,WELDEDBEAM,Welded beam D4,4,NaN,34,54,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18177414313654,1.17572318489784,1.19973670070146,1.19516523657826,1.18495276497674,1.18495276497674
curve,WELDEDBEAM,Welded beam D4,4,NaN,35,55,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18177414313654,1.17572318489784,1.19973670070146,1.19516523657826,1.18495276497674,1.18495276497674
curve,WELDEDBEAM,Welded beam D4,4,NaN,36,56,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18177414313654,1.17572318489784,1.19973670070146,1.19516523657826,1.19340955052849,1.19340955052849
curve,WELDEDBEAM,Welded beam D4,4,NaN,37,57,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18177414313654,1.17572318489784,1.19973670070146,1.19516523657826,1.19368090628374,1.19368090628374
curve,WELDEDBEAM,Welded beam D4,4,NaN,38,58,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18181267180817,1.17572318489784,1.20000594783268,1.19521433373061,1.19368090628374,1.19368090628374
curve,WELDEDBEAM,Welded beam D4,4,NaN,39,59,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18181267180817,1.17572318489784,1.20000594783268,1.19521433373061,1.19368090628374,1.19368090628374
curve,WELDEDBEAM,Welded beam D4,4,NaN,40,60,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18181267180817,1.1758300276552,1.20000594783268,1.19521433373061,1.19368090628374,1.19368090628374
curve,WELDEDBEAM,Welded beam D4,4,NaN,41,61,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18181267180817,1.17589861142735,1.20000594783268,1.19575012379577,1.19368090628374,1.19368090628374
curve,WELDEDBEAM,Welded beam D4,4,NaN,42,62,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18181267180817,1.17589861142735,1.20000594783268,1.19575012379577,1.19368090628374,1.19368090628374
curve,WELDEDBEAM,Welded beam D4,4,NaN,43,63,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18181267180817,1.17589861142735,1.20000594783268,1.19575012379577,1.19368090628374,1.19368090628374
curve,WELDEDBEAM,Welded beam D4,4,NaN,44,64,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18181694430195,1.17592833239088,1.20000594783268,1.19575012379577,1.19386113053093,1.19386113053093
curve,WELDEDBEAM,Welded beam D4,4,NaN,45,65,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18181694430195,1.17592833239088,1.20012634218289,1.19575012379577,1.19386113053093,1.19386113053093
curve,WELDEDBEAM,Welded beam D4,4,NaN,46,66,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18181694430195,1.17592833239088,1.20012634218289,1.19575012379577,1.19386113053093,1.19386113053093
curve,WELDEDBEAM,Welded beam D4,4,NaN,47,67,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18181694430195,1.17639905980738,1.20012634218289,1.19575012494358,1.19386113053093,1.19386113053093
curve,WELDEDBEAM,Welded beam D4,4,NaN,48,68,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18191710745279,1.17686595203458,1.20012634218289,1.19575012494358,1.19386113053093,1.19386113053093
curve,WELDEDBEAM,Welded beam D4,4,NaN,49,69,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18191710745279,1.17698279112891,1.20012634218289,1.19575012494358,1.19386113053093,1.19386113053093
curve,WELDEDBEAM,Welded beam D4,4,NaN,50,70,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18191710745279,1.17698279112891,1.20012634218289,1.19575012494358,1.19386113053093,1.19386113053093
curve,WELDEDBEAM,Welded beam D4,4,NaN,51,71,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18191710745279,1.17698279112891,1.20012634218289,1.19575012494358,1.19386113053093,1.19386113053093
curve,WELDEDBEAM,Welded beam D4,4,NaN,52,72,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18191710745279,1.17698279112891,1.20012634218289,1.19575012494358,1.19386113053093,1.19386113053093
curve,WELDEDBEAM,Welded beam D4,4,NaN,53,73,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18191710745279,1.17698279112891,1.20012634218289,1.19575012494358,1.19386113053093,1.19386113053093
curve,WELDEDBEAM,Welded beam D4,4,NaN,54,74,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18191710745279,1.17698279112891,1.20012634218289,1.19575012494358,1.19386113053093,1.19386113053093
curve,WELDEDBEAM,Welded beam D4,4,NaN,55,75,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18191710745279,1.17698279112891,1.20041726292756,1.19575012494358,1.19386113053093,1.19386113053093
curve,WELDEDBEAM,Welded beam D4,4,NaN,56,76,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18191710745279,1.17700390008803,1.20041726292756,1.19575012494358,1.19386113053093,1.19386113053093
curve,WELDEDBEAM,Welded beam D4,4,NaN,57,77,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18191710745279,1.17700390008803,1.20163110770608,1.19577762798502,1.19387729087869,1.19387729087869
curve,WELDEDBEAM,Welded beam D4,4,NaN,58,78,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18202060744067,1.17836062159659,1.20163110770608,1.19577762798502,1.19387729087869,1.19387729087869
curve,WELDEDBEAM,Welded beam D4,4,NaN,59,79,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18202060744067,1.17836062159659,1.20163110770608,1.19577762798502,1.19387729087869,1.19387729087869
curve,WELDEDBEAM,Welded beam D4,4,NaN,60,80,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18202060744067,1.17836062159659,1.20163110770608,1.19578292164815,1.19387729087869,1.19387729087869
curve,WELDEDBEAM,Welded beam D4,4,NaN,61,81,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18202060744067,1.17836062159659,1.20163110770608,1.19578292164815,1.19387729087869,1.19387729087869
curve,WELDEDBEAM,Welded beam D4,4,NaN,62,82,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18202060744067,1.17937138668106,1.20163110770608,1.19578292164815,1.19387729087869,1.19387729087869
curve,WELDEDBEAM,Welded beam D4,4,NaN,63,83,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18202060744067,1.17937334184033,1.20163110770608,1.19578292164815,1.19387729087869,1.19387729087869
curve,WELDEDBEAM,Welded beam D4,4,NaN,64,84,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18202060744067,1.17937334184033,1.20163110770608,1.19578292164815,1.19478472292485,1.19478472292485
curve,WELDEDBEAM,Welded beam D4,4,NaN,65,85,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18202060744067,1.17937334184033,1.20163110770608,1.19578292164815,1.19488912493224,1.19488912493224
curve,WELDEDBEAM,Welded beam D4,4,NaN,66,86,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18202060744067,1.18125785649028,1.20163110770608,1.19814688967153,1.19488912493224,1.19488912493224
curve,WELDEDBEAM,Welded beam D4,4,NaN,67,87,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18202060744067,1.18125785649028,1.20163110770608,1.19814688967153,1.19488912493224,1.19488912493224
curve,WELDEDBEAM,Welded beam D4,4,NaN,68,88,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18202060744067,1.18125785649028,1.20163110770608,1.19814688967153,1.19488912493224,1.19488912493224
curve,WELDEDBEAM,Welded beam D4,4,NaN,69,89,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18202060744067,1.18125785649028,1.20163110770608,1.19814688967153,1.19488912493224,1.19488912493224
curve,WELDEDBEAM,Welded beam D4,4,NaN,70,90,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18202060744067,1.18125785649028,1.20163110770608,1.19814688967153,1.19488912493224,1.19488912493224
curve,WELDEDBEAM,Welded beam D4,4,NaN,71,91,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18202060744067,1.18479260899644,1.20163110770608,1.19814688967153,1.19488912493224,1.19488912493224
curve,WELDEDBEAM,Welded beam D4,4,NaN,72,92,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18202060744067,1.18479260899644,1.20163110770608,1.19814688967153,1.19488912493224,1.19488912493224
curve,WELDEDBEAM,Welded beam D4,4,NaN,73,93,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18213940148615,1.1848165660871,1.20163110770608,1.19819341798446,1.19488912493224,1.19488912493224
curve,WELDEDBEAM,Welded beam D4,4,NaN,74,94,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18213940148615,1.1848165660871,1.20163110770608,1.19819341798446,1.19488912493224,1.19488912493224
curve,WELDEDBEAM,Welded beam D4,4,NaN,75,95,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18213940148615,1.1848165660871,1.20188032617021,1.19819341798446,1.19488912493224,1.19488912493224
curve,WELDEDBEAM,Welded beam D4,4,NaN,76,96,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18213940148615,1.1848165660871,1.20188032617021,1.19819341798446,1.19491330312168,1.19491330312168
curve,WELDEDBEAM,Welded beam D4,4,NaN,77,97,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18213940148615,1.18502806791522,1.20188032617021,1.19819341798446,1.19491330312168,1.19491330312168
curve,WELDEDBEAM,Welded beam D4,4,NaN,78,98,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18213940148615,1.18502806791522,1.20188032617021,1.19819341798446,1.19491330312168,1.19491330312168
curve,WELDEDBEAM,Welded beam D4,4,NaN,79,99,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18213940148615,1.18502806791522,1.20188032617021,1.19819341798446,1.19491330312168,1.19491330312168
curve,WELDEDBEAM,Welded beam D4,4,NaN,80,100,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18218200775752,1.18502806791522,1.20188032617021,1.19819341798446,1.19559937792707,1.19559937792707
curve,WELDEDBEAM,Welded beam D4,4,NaN,81,101,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18218200775752,1.18520864229412,1.20188032617021,1.19819341798446,1.19559937792707,1.19559937792707
curve,WELDEDBEAM,Welded beam D4,4,NaN,82,102,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18218200775752,1.18520864229412,1.20188032617021,1.19819341798446,1.19559937792707,1.19559937792707
curve,WELDEDBEAM,Welded beam D4,4,NaN,83,103,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18218200775752,1.20023523793862,1.20188032617021,1.19819341798446,1.19559937792707,1.19819341798446
curve,WELDEDBEAM,Welded beam D4,4,NaN,84,104,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18218200775752,1.20026573957921,1.20188032617021,1.19819341798446,1.19559937792707,1.19819341798446
curve,WELDEDBEAM,Welded beam D4,4,NaN,85,105,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18218200775752,1.20029423040405,1.20188032617021,1.19821354208282,1.19559937792707,1.19821354208282
curve,WELDEDBEAM,Welded beam D4,4,NaN,86,106,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18218200775752,1.20035624402925,1.20199641607,1.19821354208282,1.19559937792707,1.19821354208282
curve,WELDEDBEAM,Welded beam D4,4,NaN,87,107,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18218200775752,1.20035624402925,1.20199641607,1.19821354208282,1.19559937792707,1.19821354208282
curve,WELDEDBEAM,Welded beam D4,4,NaN,88,108,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18218200775752,1.20035624402925,1.20199641607,1.19821354208282,1.19559937792707,1.19821354208282
curve,WELDEDBEAM,Welded beam D4,4,NaN,89,109,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18218200775752,1.20035624402925,1.20199641607,1.19821354208282,1.19559937792707,1.19821354208282
curve,WELDEDBEAM,Welded beam D4,4,NaN,90,110,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18218200775752,1.20035624402925,1.20199641607,1.19821354208282,1.19559937792707,1.19821354208282
curve,WELDEDBEAM,Welded beam D4,4,NaN,91,111,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18218200775752,1.20063204889883,1.20199641607,1.19821354208282,1.19559937792707,1.19821354208282
curve,WELDEDBEAM,Welded beam D4,4,NaN,92,112,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18218200775752,1.20063204889883,1.20200049231848,1.20184740045163,1.19559937792707,1.20063204889883
curve,WELDEDBEAM,Welded beam D4,4,NaN,93,113,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18218610135364,1.20063204889883,1.20200049231848,1.20184740045163,1.19559982002045,1.20063204889883
